baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003.10	352.473693305043	0.0413486341176462	0.209522995091247	0.197346520841967	0.843556376722235	0.953692312560175
ENSG00000000005.5	0	NA	NA	NA	NA	NA
ENSG00000000419.8	520.622902270077	0.221189038753667	0.187831883560544	1.1775904844311	0.238959905209763	0.572350758560208
ENSG00000000457.9	52.2922719018691	0.176496480446293	0.533504770664891	0.330824558937553	0.740777009098382	0.916542474690656
ENSG00000000460.12	56.7216010743354	-0.627099500260731	0.497941285026529	-1.2593844276787	0.207891511360498	0.536608707790979
ENSG00000000938.8	0	NA	NA	NA	NA	NA
ENSG00000000971.11	0	NA	NA	NA	NA	NA
ENSG00000001036.9	602.418380908655	-0.173070818758209	0.169068055584598	-1.02367545518738	0.30598859233022	0.638125139403026
ENSG00000001084.6	418.007115515007	0.806069012663868	0.195249753800924	4.12839963673261	3.65296820659665e-05	0.00106460037520225
ENSG00000001167.10	248.060256456467	-0.193368026059586	0.243620111337925	-0.793727681173932	0.427353981710422	0.738413713406014
ENSG00000001460.13	29.0110816014967	-0.222059975548581	0.672396219332199	-0.330251671803157	0.741209806462191	0.916812245640456
ENSG00000001461.12	93.4406899209893	0.473457085646249	0.382878650068332	1.23657217648921	0.216245954729755	0.54613723964188
ENSG00000001497.12	185.659363215021	-0.24323464923483	0.278105872876551	-0.874611696326168	0.38178522150732	0.703367355624174
ENSG00000001561.6	1.47635921208596	-1.37595387109465	3.13829787990103	-0.438439537529827	0.661067690735563	NA
ENSG00000001617.7	211.063278108273	0.620963725247629	0.289284277560867	2.14655193321723	0.0318289700773422	0.20090370615107
ENSG00000001626.10	0	NA	NA	NA	NA	NA
ENSG00000001629.5	338.270407191501	0.251813388578537	0.330139549045456	0.762748326598898	0.445613503460434	0.751708658959138
ENSG00000001630.11	1194.52909635624	-0.882882639706589	0.128967322776939	-6.84578558890935	7.60573227439337e-12	8.69701903912106e-10
ENSG00000001631.10	173.572251393703	-0.0255317675356246	0.302806118516376	-0.0843172114907045	0.932804228340203	0.982585584503356
ENSG00000002016.12	87.750240831227	0.163186718204645	0.39532485384899	0.41279144636573	0.679759418868241	0.891763263199032
ENSG00000002330.9	29.6834735630157	0.838060416238625	0.737478377099045	1.13638642469116	0.255794874752272	0.589451653747609
ENSG00000002549.8	431.467243727813	-0.0605076797835687	0.203521183840602	-0.297304087180224	0.766234361527696	0.926032223090045
ENSG00000002586.13	1022.49304866604	0.0540999151089849	0.147781662960961	0.366080026608417	0.714305361052923	0.905080430458941
ENSG00000002587.5	4.76572391413933	-1.50430744389879	1.65250924542236	-0.910317112031836	0.362655296612462	NA
ENSG00000002726.15	0.519060314537458	-2.94742711676218	4.91430289158068	-0.599765049446137	0.548662829145997	NA
ENSG00000002745.8	0	NA	NA	NA	NA	NA
ENSG00000002746.10	22.2183911184458	-3.05648364369819	1.0661317454415	-2.86689112932516	0.00414525585147398	0.049019659916738
ENSG00000002822.11	119.929552220376	-0.381463656365221	0.337504838994488	-1.13024648032217	0.25837237925805	0.591099510746311
ENSG00000002834.13	2360.17732866652	0.211193085842713	0.130006755149083	1.62447778656218	0.104273877481548	0.382106807019974
ENSG00000002919.10	85.3709984835424	-0.0909638093233661	0.410587602701004	-0.221545435675532	0.82466776284617	0.946241344655962
ENSG00000002933.3	0	NA	NA	NA	NA	NA
ENSG00000003056.3	513.044309310792	0.0339139295510353	0.191608968688021	0.176995522616972	0.859511906489988	0.957785096518145
ENSG00000003096.9	3.92842258410201	-0.346205163355456	1.85703021110562	-0.186429472867506	0.852107981549179	NA
ENSG00000003137.4	3.21683793109928	-3.22757648790965	2.66623935356221	-1.21053516204292	0.226073606826317	NA
