,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,geneID
ENSG00000010244.12,1120.5268710866,0.189332480901859,0.144347764766981,1.31164123814107,0.189641212048793,0.737179957346189,ENSG00000010244
ENSG00000011426.6,345.07975685035,-0.0259146960234229,0.261128714276724,-0.0992410815302392,0.9209468574912479,0.9893427957940791,ENSG00000011426
ENSG00000022840.11,328.342221774321,-0.14546781222469,0.215086197671385,-0.676323324321072,0.498835387152857,0.9117475364931309,ENSG00000022840
ENSG00000023287.8,309.335163773253,0.0893563786880588,0.24433533574254301,0.36571205886574604,0.7145799469033242,0.9554935249992259,ENSG00000023287
ENSG00000047410.9,1344.76184577767,0.0582327154130578,0.13903077072515,0.41884767745536106,0.675327458073231,0.949792711434265,ENSG00000047410
ENSG00000068745.10,121.08120140911501,0.083493766907397,0.332957953996798,0.25076369525084197,0.8019968118582099,0.974587188530358,ENSG00000068745
ENSG00000070756.9,5894.78862986452,0.0755087405391099,0.10696739495834,0.705904267076128,0.48024767378136896,0.9056331515206851,ENSG00000070756
ENSG00000072756.12,125.35451596277599,-0.0914106363013155,0.322237846161659,-0.283674426794229,0.7766598944366842,0.96921702164794,ENSG00000072756
ENSG00000073921.13,1944.19826929803,0.217807554945563,0.15574232246499403,1.39851230865342,0.161959279068066,0.6865543861331012,ENSG00000073921
ENSG00000077380.11,373.141020396886,-0.344005325204708,0.19836308600023803,-1.7342204748936798,0.0828789714031309,0.527314447100092,ENSG00000077380
ENSG00000078674.13,537.359816334686,-0.165547823415337,0.178620862736446,-0.926811240742928,0.35402454766907393,0.866377107052874,ENSG00000078674
ENSG00000080345.13,642.118480853204,-0.0574890910041999,0.16414777665188598,-0.35022765569416703,0.7261678532534119,0.95917138067663,ENSG00000080345
ENSG00000080986.8,370.81733131832397,-0.033634363304095,0.197548291644103,-0.170258942885164,0.864806498602036,0.982830885251958,ENSG00000080986
ENSG00000082258.8,185.20504578645,0.28207731998721997,0.28902547399089,0.9759600636313149,0.32908425533868,0.855645163648864,ENSG00000082258
ENSG00000088205.8,370.46111339428495,0.24406016668147304,0.206511148514716,1.18182562266889,0.23727489880707503,0.793022542471758,ENSG00000088205
ENSG00000088247.11,540.127250326545,0.18541388001717898,0.171979806602504,1.0781142488764701,0.280982773540834,0.822005827268985,ENSG00000088247
ENSG00000092199.13,2185.30189605228,0.115475189412569,0.12404659579753399,0.9309017201975021,0.35190440462448297,0.865095296349821,ENSG00000092199
ENSG00000096384.15,7750.77941038367,-0.17343413035600197,0.106704338296039,-1.6253709373542902,0.104083544601851,0.574626513375241,ENSG00000096384
ENSG00000100023.13,325.17698819136103,0.18051030903885,0.21275920878369897,0.8484253634462671,0.39620112234022603,0.8824682751423621,ENSG00000100023
ENSG00000100201.14,1447.21551992646,0.0211706594682736,0.132765386427303,0.159459178615549,0.873307117494355,0.9847154583614258,ENSG00000100201
ENSG00000101972.14,831.4317520265131,0.12956950936375902,0.17006782072466903,0.7618696400745011,0.446137811486378,0.894233708501697,ENSG00000101972
ENSG00000102144.9,2409.52494084343,-0.5972502671787591,0.136267149674175,-4.382936522902471,1.1709023772027301e-05,0.0009990927412607089,ENSG00000102144
ENSG00000103160.7,205.51518684843998,0.114494404368014,0.27988758458643603,0.40907282306641995,0.68248621973334,0.949792711434265,ENSG00000103160
ENSG00000103995.9,393.575523624879,0.187382467915671,0.208815642916235,0.897358384164917,0.369527711500705,0.8754279460204141,ENSG00000103995
ENSG00000106144.15,217.137914108096,0.24678265062935104,0.260143649219015,0.948639920175736,0.34280378025445096,0.8575942639630459,ENSG00000106144
ENSG00000107929.10,258.89212619101,-0.253970063541927,0.27037893628243104,-0.9393115715073169,0.347570799224656,0.861479766384264,ENSG00000107929
ENSG00000108651.5,385.033435362988,-0.0163719015564423,0.20561844445753,-0.0796227283969356,0.93653731795857,0.9915329983006079,ENSG00000108651
ENSG00000108654.7,1554.60141237588,0.412729714249039,0.144568106137813,2.85491541167175,0.00430482927776045,0.0986676029673925,ENSG00000108654
ENSG00000109920.8,377.971360671424,0.12857884261995803,0.198113652199439,0.649015558455909,0.516328319819687,0.915981108447822,ENSG00000109920
ENSG00000110172.7,270.02060806839404,-0.154575834896848,0.233103293815495,-0.663121624609894,0.507252662084413,0.912134893842376,ENSG00000110172
ENSG00000110321.11,1595.2815904459399,0.8513090200040291,0.16050343819590498,5.30399242267292,1.13297017395677e-07,1.9144974429724398e-05,ENSG00000110321
ENSG00000110700.2,1268.94428853415,-0.0483117081734598,0.14419157468316798,-0.33505222673110496,0.7375856895255899,0.961467726002343,ENSG00000110700
ENSG00000110911.10,239.019065912335,-0.292697707195767,0.256199782725299,-1.14245884240114,0.253263344488413,0.800633827227458,ENSG00000110911
ENSG00000111364.11,234.59617383637502,0.0553539192471245,0.24202139571403303,0.228714982342013,0.819090449201307,0.9772794752681842,ENSG00000111364
ENSG00000112081.12,630.255336317173,-0.296227680303954,0.19201915874517703,-1.54269856320467,0.12290393066875098,0.6072681519759371,ENSG00000112081
ENSG00000112237.8,280.873922316274,-0.7660246479118359,0.24629000603150897,-3.1102546963023596,0.00186926086049029,0.0609095393259795,ENSG00000112237
ENSG00000112855.10,88.7121811331745,-0.0508922536834352,0.38917511984409603,-0.13076954586362802,0.8959576149558991,0.987400458929754,ENSG00000112855
ENSG00000113569.11,515.469480270554,-0.338157489382535,0.18751060993878801,-1.80340456197612,0.0713247016923463,0.49610676286088795,ENSG00000113569
ENSG00000113810.11,1475.46631173229,0.157363031709785,0.130015372907545,1.21034173260178,0.22614779025791396,0.7770315887755491,ENSG00000113810
ENSG00000114346.9,471.42872002601797,0.14549148153595998,0.21582688107866396,0.674111958662513,0.5002401371859021,0.9117475364931309,ENSG00000114346
ENSG00000115053.11,1533.8164938038199,-0.23055573909764002,0.15452621003692998,-1.49201704385644,0.135694677280377,0.6362890667075021,ENSG00000115053
ENSG00000115548.12,513.90180496225,0.39610861390189095,0.18503445000198301,2.1407290042348603,0.0322958981251835,0.332131324633451,ENSG00000115548
