,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,geneID
ENSG00000010244.12,579.35017251451,0.14962854137561998,0.16897459347989102,0.8855091069855191,0.37588211001703703,0.763048233406768,ENSG00000010244
ENSG00000011426.6,134.963784494664,-0.0693111101522524,0.41035568338096,-0.168904959671063,0.8658713979984219,0.966579855587707,ENSG00000011426
ENSG00000022840.11,219.88851672116002,0.00406104870851185,0.24647866232876398,0.0164762688589044,0.986854434226039,0.997683966565457,ENSG00000022840
ENSG00000023287.8,168.935039455599,0.295569897231827,0.3628645952609771,0.814545979662879,0.41533224287975495,0.7879463756693821,ENSG00000023287
ENSG00000047410.9,594.132577577989,-0.329728402210325,0.16371023250361,-2.01409769669135,0.0439992773147706,0.29671713920738696,ENSG00000047410
ENSG00000068745.10,68.868383620926,0.279021145398445,0.461847161318695,0.604141735118099,0.545749414132634,0.8516780701241,ENSG00000068745
ENSG00000070756.9,2812.54412611805,-0.311501492553877,0.112561324006338,-2.76739364345375,0.0056506479698287294,0.0929430496581622,ENSG00000070756
ENSG00000072756.12,79.29754105907709,0.37134461814781106,0.484685473921002,0.7661558642220331,0.44358356623531103,0.8064652097209001,ENSG00000072756
ENSG00000073921.13,1024.95665488233,0.650679189257391,0.165246645816999,3.9376241861997,8.22923449719631e-05,0.004227890241088971,ENSG00000073921
ENSG00000077380.11,170.996932319595,-0.21056236842098702,0.282702160609546,-0.7448205134583481,0.456380232151329,0.8114871636013241,ENSG00000077380
ENSG00000078674.13,286.280150395833,-0.224252856232472,0.250306007362863,-0.8959147988301271,0.37029826967635,0.7585846941875299,ENSG00000078674
ENSG00000080345.13,310.09952708116504,-0.513270227581359,0.225500259205929,-2.27614029974412,0.0228376137256071,0.20864405677767,ENSG00000080345
ENSG00000080986.8,153.217322998937,0.34335681490805603,0.327058515712418,1.04983297609645,0.293794911110484,0.698232586024209,ENSG00000080986
ENSG00000082258.8,90.9940863090431,-0.321872029491462,0.40355617705977703,-0.7975891531051559,0.425108947631216,0.7958238030067021,ENSG00000082258
ENSG00000088205.8,249.39049517340302,-0.5642985540578361,0.249955246591016,-2.2575983571217404,0.023970711178602996,0.214728401470686,ENSG00000088205
ENSG00000088247.11,463.297433624593,-0.28199323699129103,0.289967086549765,-0.972500846032726,0.330801444195777,0.728950658122457,ENSG00000088247
ENSG00000092199.13,1053.6606644557198,-0.17291352011353198,0.135883992557597,-1.2725083864476499,0.203192546261777,0.604489394335977,ENSG00000092199
ENSG00000096384.15,4910.469070274799,-0.6159698907718729,0.109457626690496,-5.627473474403,1.8286827276415e-08,2.75374395572774e-06,ENSG00000096384
ENSG00000100023.13,481.53439694217303,0.0064075855177013205,0.189048119507964,0.0338939394603785,0.972961726023148,0.9954887650286309,ENSG00000100023
ENSG00000100201.14,769.494890741647,-0.25927698371682895,0.17595782415945999,-1.47351778731852,0.140611471210159,0.517223789448854,ENSG00000100201
ENSG00000101972.14,428.732113185547,0.199653198673772,0.338340419670515,0.5900956169180129,0.555126547209153,0.856866063423042,ENSG00000101972
ENSG00000102144.9,1551.2705857171,0.25502006644513603,0.133176179875789,1.91490750585419,0.0555043004313327,0.34103115721075,ENSG00000102144
ENSG00000103160.7,90.90786673495941,0.886475713737053,0.483052277508432,1.83515481659556,0.0664827537427284,0.36984737018407005,ENSG00000103160
ENSG00000103995.9,163.800894182199,-0.193080504448478,0.291548293540043,-0.6622590792902691,0.507805197245147,0.832135636151066,ENSG00000103995
ENSG00000106144.15,129.899424579156,0.0330660143900272,0.329132507777337,0.100464140152321,0.919975850778732,0.982522509256719,ENSG00000106144
ENSG00000107929.10,210.945635161406,1.02067268982676,0.265175074659571,3.8490521446523194,0.00011857576606764199,0.0054184644758696,ENSG00000107929
ENSG00000108651.5,237.00539608348498,0.0230730323249624,0.237559983042794,0.09712507986164501,0.9226270641659109,0.9827267275341429,ENSG00000108651
ENSG00000108654.7,877.40424720412,0.26677003459962806,0.19447548170843804,1.3717412203126698,0.17014401142791402,0.558201230811789,ENSG00000108654
ENSG00000109920.8,204.52360723453,0.11439448100513698,0.26834871786297,0.426290395259318,0.669896255734905,0.9039653538111091,ENSG00000109920
ENSG00000110172.7,147.388139437602,-0.509436806562427,0.312469840003841,-1.6303551298140202,0.10302646213519599,0.45142765240559996,ENSG00000110172
ENSG00000110321.11,1334.4797821877198,1.28938480230836,0.21365758304870397,6.03481881574237,1.5914114286896e-09,2.89570571211978e-07,ENSG00000110321
ENSG00000110700.2,701.122897720044,-0.0985243756401417,0.1635282635626,-0.602491419487406,0.546847073088415,0.851762264616418,ENSG00000110700
ENSG00000110911.10,141.48680677030399,0.7782077915209,0.36839223065663107,2.11244355000051,0.0346484229670897,0.259054468068974,ENSG00000110911
ENSG00000111364.11,148.70050771354,-0.167605006161224,0.31061796989949897,-0.539585672443398,0.5894827995903721,0.87247426420255,ENSG00000111364
ENSG00000112081.12,472.052040128805,-0.278618113763639,0.190268457441714,-1.4643421064628601,0.143100497817347,0.520766561640294,ENSG00000112081
ENSG00000112237.8,131.77537651913,-0.42250153245099703,0.32091774427887104,-1.31654151253117,0.18799235474516898,0.5858357183980211,ENSG00000112237
ENSG00000112855.10,52.978640430796396,-0.32631483054106797,0.49576511551211605,-0.658204501145651,0.510406732884833,0.832624200638288,ENSG00000112855
ENSG00000113569.11,355.13131494958,-0.443354114922921,0.19970810067229502,-2.22001067272894,0.0264180431419646,0.22423244781527601,ENSG00000113569
