id,rowID,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj,geneID
ENSG00000010244.12,254,4436.10469543149,4234.83297599627,4637.376414866711,1.0950553283097901,0.13100376467721903,0.0142641911182979,0.0422330570264625,ENSG00000010244
ENSG00000011426.6,302,1498.6731112048199,270.496811247037,2726.8494111626,10.0808930005176,3.33355153832384,1.0055330371128897e-122,1.4461231045579095e-120,ENSG00000011426
ENSG00000022840.11,426,2854.0114812699894,3297.42525885451,2410.59770368548,0.7310545393598691,-0.45194905433359295,2.21416080334822e-14,2.13552294941978e-13,ENSG00000022840
ENSG00000023287.8,432,2285.81762851644,1893.8449149754897,2677.79034205739,1.4139438350431397,0.49972481426751203,2.22174571442276e-06,1.13923058204737e-05,ENSG00000023287
ENSG00000047410.9,629,6237.822426424859,4795.00513655967,7680.63971629005,1.6018001018870198,0.679694116529015,1.04731544357408e-40,2.91915158899863e-39,ENSG00000047410
ENSG00000068745.10,1061,1785.5680366942802,1871.7139700875198,1699.4221033010401,0.9079496816608,-0.139315748946022,0.0392461066558494,0.10423741910943302,ENSG00000068745
ENSG00000070756.9,1139,28532.1929732783,23522.0734011241,33542.3125454324,1.4259930225296202,0.511966922604697,5.45152088724507e-31,1.1190812091595598e-29,ENSG00000070756
ENSG00000072756.12,1215,404.92754968207197,397.071001900924,412.784097463219,1.03957250841051,0.0559903872257085,0.63929311135783,0.965394164122527,ENSG00000072756
ENSG00000073921.13,1261,3816.2889801780602,4232.38112067878,3400.19683967734,0.803376809112129,-0.31585127883859,1.1311385991681298e-08,7.185656992363129e-08,ENSG00000073921
ENSG00000077380.11,1397,2025.8675348680802,1768.35424039057,2283.3808293456,1.29124627701363,0.368764189445252,1.32242975450024e-08,8.36383824434075e-08,ENSG00000077380
ENSG00000078674.13,1448,5796.1481384722,5322.611110676599,6269.68516626781,1.1779341071323999,0.23625883800355,3.9820758549517095e-06,1.9963769318193302e-05,ENSG00000078674
ENSG00000080345.13,1506,2976.77794993011,2394.89012201962,3558.6657778406,1.4859411482475702,0.5713769780483001,2.07771382017584e-22,3.09998983421571e-21,ENSG00000080345
ENSG00000080986.8,1531,269.00071468004,39.2696929731789,498.731736386902,12.7001689757935,3.66677578707516,5.74306068680942e-95,5.3074178704525885e-93,ENSG00000080986
ENSG00000082258.8,1578,2147.5909908616395,2408.3989660830603,1886.7830156402201,0.7834179644699081,-0.352145883940427,3.3898882335683796e-08,2.0701314953989802e-07,ENSG00000082258
ENSG00000088205.8,1780,2673.5098095462804,2659.93176894228,2687.08785015027,1.01020931496254,0.0146542497804916,0.8096917626975191,1.0,ENSG00000088205
ENSG00000088247.11,1781,4721.71870583332,3784.0162688486,5659.421142818051,1.4956122650445403,0.5807362074443039,1.06524155019873e-21,1.5447909234833e-20,ENSG00000088247
ENSG00000092199.13,1981,12258.5333438531,10994.440212076,13522.6264756302,1.2299513403854199,0.298601240464281,1.45936752599212e-10,1.0873674959913698e-09,ENSG00000092199
ENSG00000096384.15,2078,58027.49123682611,55859.9172410995,60195.0652325527,1.07760749040751,0.10783178406450301,0.0127717074611122,0.0381815928465352,ENSG00000096384
ENSG00000100023.13,2178,2595.14457972855,3186.6844987941804,2003.60466066292,0.628742714071966,-0.6694583179543211,4.27377433663092e-28,7.90518152601328e-27,ENSG00000100023
ENSG00000100201.14,2233,14004.7297620864,13102.3541059303,14907.1054182425,1.13774252303983,0.186174105305183,5.24731834964755e-05,0.00022946396633354398,ENSG00000100201
ENSG00000101972.14,2619,1835.3085598799898,1438.8480487567401,2231.76907100324,1.55108044447892,0.6332735115456329,3.44576342155941e-21,4.8522178424682195e-20,ENSG00000101972
ENSG00000102144.9,2655,21977.0711426035,23676.3913885502,20277.7508966567,0.856454455574805,-0.22355156599012502,0.0131201801056924,0.0391607487988277,ENSG00000102144
ENSG00000103160.7,2789,1093.6429703316,1101.85782374296,1085.42811692024,0.985089086387841,-0.0216738945028894,0.7895655334410829,1.0,ENSG00000103160
ENSG00000103995.9,2885,343.798075323335,175.525261383307,512.070889263362,2.91736292102774,1.54466486919754,1.43414665755685e-31,2.9997361886333196e-30,ENSG00000103995
ENSG00000106144.15,3289,869.4017478534081,799.0190513858561,939.7844443209599,1.17617276170193,0.234099985467469,0.00649492089426495,0.020670296233483,ENSG00000106144
ENSG00000107929.10,3494,1934.9959693226501,2169.00182021131,1700.990118434,0.784227151210175,-0.350656503736526,9.002236823633462e-08,5.27481595946025e-07,ENSG00000107929
ENSG00000108651.5,3597,860.425028310972,818.753890972018,902.096165649925,1.1017916074621201,0.13985137879900197,0.14602538674937499,0.322708403795559,ENSG00000108651
ENSG00000108654.7,3598,18763.18103128,23180.9273360771,14345.434726482901,0.618846455903286,-0.6923465930169991,1.1727113123285799e-52,4.680254260450929e-51,ENSG00000108654
ENSG00000109920.8,3751,3664.9372217283203,3530.67155052904,3799.20289292759,1.07605673270807,0.105754142800594,0.0574999049723334,0.145697997326164,ENSG00000109920
ENSG00000110172.7,3786,1537.94223374367,1791.32023687385,1284.56423061348,0.717104738823953,-0.47974424353864603,1.2031949877177e-11,9.75113510386086e-11,ENSG00000110172
ENSG00000110321.11,3798,18300.2041036033,18177.1204650654,18423.2877421412,1.0135426993262702,0.0194068690797317,0.670420866855155,0.9893042333841372,ENSG00000110321
ENSG00000110700.2,3833,3493.43648662568,3028.45918907562,3958.4137841757397,1.30707185966207,0.386338459211573,7.65275190300357e-12,6.30722736529338e-11,ENSG00000110700
ENSG00000110911.10,3860,2640.0198317747,2609.9286930223197,2670.11097052707,1.0230589738584301,0.032889311105534995,0.5868917952996121,0.91368210893909,ENSG00000110911
ENSG00000111364.11,3924,647.4478424603959,562.327073132712,732.5686117880791,1.30274469572833,0.38155438068616904,8.10979292415529e-05,0.00034568312350332205,ENSG00000111364
ENSG00000112081.12,4032,3189.1926993676398,2642.23549406659,3736.14990466868,1.41401094378551,0.499793285977573,4.49206290968048e-18,5.35456542519784e-17,ENSG00000112081
ENSG00000112237.8,4060,1497.44731153489,1323.87745271074,1671.01717035904,1.2622143892076298,0.335956975279077,2.3383914369454203e-06,1.1965179763149199e-05,ENSG00000112237
ENSG00000112855.10,4150,501.129776075567,636.552984753081,365.70656739805395,0.5745108045324959,-0.799594069728984,2.2033488336457603e-13,1.9856282314334502e-12,ENSG00000112855
ENSG00000113569.11,4230,1148.4385155978698,828.585551379261,1468.2914798164802,1.7720457198081299,0.825415826742568,7.874641712066399e-26,1.3431099425387599e-24,ENSG00000113569
ENSG00000113810.11,4264,1827.66287726977,431.94965530888703,3223.37609923065,7.46238840479133,2.89963745196432,1.24e-320,2.0093833e-317,ENSG00000113810
ENSG00000114346.9,4307,776.986518235094,403.374562662874,1150.59847380731,2.85243190897226,1.5121924480352398,6.584170954065579e-59,3.0080502826797695e-57,ENSG00000114346
ENSG00000115053.11,4390,25836.7953375757,19966.4215551721,31707.1691199792,1.58802462586321,0.667233284858235,8.221216760286928e-51,3.12702149231258e-49,ENSG00000115053
ENSG00000115548.12,4482,3763.94593215034,3673.71668771991,3854.1751765807703,1.0491215039701,0.0691817732668827,0.21565133360225897,0.445204797881312,ENSG00000115548
ENSG00000115875.14,4528,1979.85012370015,1718.6032514981,2241.09699590219,1.3040223180938602,0.382968561231409,4.28269682291387e-09,2.81783828589392e-08,ENSG00000115875
ENSG00000116001.11,4547,4082.4930555547203,3478.4056845622,4686.58042654724,1.3473357772347099,0.43010943787021705,3.2014392117220395e-15,3.2625148864110806e-14,ENSG00000116001
ENSG00000116906.7,4675,1483.87965892148,1463.04906923362,1504.71024860934,1.02847558585136,0.0405075473006529,0.575015900483651,0.901918162675,ENSG00000116906
ENSG00000117616.13,4776,654.146539708921,462.43969306536104,845.85338635248,1.82911069061913,0.8711423839850431,3.9053297390607297e-19,4.94369996395162e-18,ENSG00000117616
ENSG00000118515.7,4857,1663.18309673038,1209.9734053376199,2116.39278812314,1.74912339294978,0.8066320686291351,2.99348841310508e-31,6.19733695745477e-30,ENSG00000118515
ENSG00000119414.7,4936,1271.33854043989,1319.58821752201,1223.0888633577802,0.9268716157943291,-0.10955857489733199,0.14798417982098902,0.32644359144573803,ENSG00000119414
ENSG00000120438.7,5085,6418.03690934591,7097.76461550282,5738.309203189,0.808467103946428,-0.306739022411528,1.16514028967506e-09,8.047381284612791e-09,ENSG00000120438
ENSG00000120699.8,5121,549.695755824617,465.91204269495904,633.479468954275,1.35965463629156,0.443240241339937,1.92458171763328e-05,8.914991165823679e-05,ENSG00000120699
ENSG00000122566.16,5319,19625.3555290326,14874.7855023754,24375.9255556899,1.63874131507961,0.7125881345432791,6.338790271353378e-56,2.7316364812986494e-54,ENSG00000122566
ENSG00000124193.10,5511,6296.36976874162,5639.56108297477,6953.17845450847,1.2329290085179399,0.30208973241903997,3.3207530116748297e-07,1.8473541302073002e-06,ENSG00000124193
ENSG00000128708.8,6106,1152.0874261374001,827.0475381699299,1477.12731410486,1.7860246792746801,0.83675201574536,1.37945373234841e-26,2.4207670010634e-25,ENSG00000128708
ENSG00000130939.14,6412,2361.6803137507,2281.0587920582802,2442.30183544311,1.07068780688434,0.0985378777375272,0.11506414995432401,0.264332151667281,ENSG00000130939
ENSG00000131747.10,6538,5573.53349306917,622.040613773622,10525.0263723647,16.920159454725002,4.080671259294229,2.048465417995109e-183,5.296590636635227e-181,ENSG00000131747
ENSG00000132823.6,6716,932.444955123212,1035.87708104598,829.0128292004409,0.800300387342618,-0.32138648740159603,0.00204349265952407,0.0071024008422326,ENSG00000132823
ENSG00000134108.8,6890,1338.43801847906,1564.39204944362,1112.48398751449,0.7111286380611179,-0.49181753826870395,3.0594988276109895e-11,2.39642665179134e-10,ENSG00000134108
ENSG00000134352.15,6945,7719.7737466288,7828.566797195799,7610.980696061809,0.972206138521813,-0.0406658515374373,0.414107991920837,0.7295516630643621,ENSG00000134352
ENSG00000134910.8,7039,8337.75151687208,9237.48233498654,7438.02069875761,0.8051999916239571,-0.31258093763565503,1.2527560447290702e-10,9.37445679407018e-10,ENSG00000134910
ENSG00000135387.15,7121,5907.32357318234,4964.2801632829905,6850.36698308169,1.3799315827798502,0.46459673973453297,9.869252223034349e-20,1.2945071520823e-18,ENSG00000135387
ENSG00000135486.13,7151,23161.1586308139,15901.743539848701,30420.573721779103,1.9130338535234999,0.9358624042006579,3.7011350464866086e-96,3.4732080040485386e-94,ENSG00000135486
ENSG00000135829.12,7211,4531.4930955445,3739.3762485314396,5323.60994255756,1.42366255459003,0.509607230215252,1.68764418017569e-21,2.41425496169336e-20,ENSG00000135829
ENSG00000136450.8,7335,5636.8169409709,4427.42306941292,6846.2108125288705,1.54631954190831,0.6288384783125379,3.80547387157568e-34,8.692861132391619e-33,ENSG00000136450
ENSG00000137807.9,7594,438.81570546210196,104.242060926679,773.3893499975251,7.4191678783241395,2.8912573856148702,1.5912169393006998e-59,7.366576706610199e-58,ENSG00000137807
ENSG00000138095.14,7667,7455.32463574622,5792.51302189838,9118.13624959405,1.5741244283997802,0.654549584771857,2.8132811552731497e-32,6.0243875311818286e-31,ENSG00000138095
ENSG00000138592.9,7744,1927.4736992095102,1789.89372369591,2065.05367472311,1.1537297703123,0.206305351640506,0.00169814292210219,0.00598338122958738,ENSG00000138592
ENSG00000143947.8,8562,7577.95442908548,6161.456183186,8994.45267498496,1.45979333579129,0.545764139973128,4.3199637079235206e-21,6.04819803692864e-20,ENSG00000143947
ENSG00000144136.6,8594,4211.05209288501,5157.218101636071,3264.88608413396,0.633071167398992,-0.659560403950425,1.1635985812079301e-10,8.73687473471074e-10,ENSG00000144136
ENSG00000145907.10,8837,3306.07306054831,1998.25422594925,4613.89189514738,2.3089614100306,1.20724406136551,1.6192848698445595e-95,1.5079202590640597e-93,ENSG00000145907
ENSG00000146247.13,8892,2407.60073409741,1933.8284638576897,2881.37300433713,1.4899837592571399,0.575296605474764,1.66544287334174e-20,2.26137368919391e-19,ENSG00000146247
ENSG00000146425.6,8917,937.205795410061,1291.9681735175,582.443417302625,0.450818703774159,-1.14938072293877,6.27124917200525e-41,1.7661959574227998e-39,ENSG00000146425
ENSG00000147604.9,9072,11732.651357506202,10154.0147478174,13311.287967195,1.3109384118293002,0.3905999090260471,8.14984413861369e-17,9.06138891989962e-16,ENSG00000147604
ENSG00000148303.12,9146,15825.5656075226,13678.651792008,17972.4794230372,1.31390722538444,0.393863410969933,4.30050803198192e-09,2.8287915485066498e-08,ENSG00000148303
ENSG00000149100.8,9241,2290.89932955635,2179.68914879729,2402.1095103154003,1.10204223920683,0.14017952075697102,0.0249967608985461,0.0700341525808833,ENSG00000149100
ENSG00000153187.12,9713,10995.599946157901,9507.05318455678,12484.146707758999,1.3131457735019498,0.393027080004413,8.385452869349878e-17,9.310572498380491e-16,ENSG00000153187
ENSG00000153201.11,9714,7344.16646629075,7920.394451056551,6767.9384815249405,0.854495129421506,-0.226855826250389,4.4213601697474096e-06,2.20750121047064e-05,ENSG00000153201
ENSG00000153914.11,9779,3053.2316047114195,2384.15673907284,3722.3064703499895,1.5612675162445602,0.642717757874806,2.30453478210323e-13,2.07604588135727e-12,ENSG00000153914
ENSG00000156508.13,10085,229736.39874475898,201349.598532936,258123.19895658302,1.28196530232644,0.358357214500331,3.39930250243024e-07,1.88888997077199e-06,ENSG00000156508
ENSG00000156976.10,10136,8081.9920602896,7727.1499009339295,8436.83421964527,1.0918429599282902,0.12676536795642898,0.00917707238072479,0.0282527156627288,ENSG00000156976
ENSG00000157014.6,10140,928.387445910554,870.567683712227,986.20720810888,1.13283231914094,0.179934330490503,0.0328013865486685,0.0889277969955815,ENSG00000157014
ENSG00000157106.12,10152,9995.43584717833,9769.6138625637,10221.257831793,1.0462294595859,0.065199298909958,0.17227520252938502,0.370183785472256,ENSG00000157106
ENSG00000161547.10,10708,4344.78644452432,3892.38758665811,4797.18530239053,1.23245313977308,0.301532793619643,2.07464702259899e-08,1.28896461871852e-07,ENSG00000161547
ENSG00000162923.10,10969,3783.7413487580397,4361.342946253189,3206.13975126288,0.7351267237577049,-0.443935126600952,4.11967962786191e-14,3.9006160247442e-13,ENSG00000162923
ENSG00000164104.7,11353,2107.9111675032395,378.64632763386396,3837.17600737261,10.1339316595274,3.34112209975119,8.292051260523738e-175,1.9954287711587094e-172,ENSG00000164104
ENSG00000164134.8,11372,1165.74815989853,1121.8520220977803,1209.6442976992698,1.07825655600934,0.108700487965214,0.16021606167947,0.34883771413055703,ENSG00000164134
ENSG00000165280.11,11676,8589.47919599056,10696.7766553247,6482.181736656371,0.605993931211942,-0.722624749133486,7.677920582893008e-50,2.7935907150780597e-48,ENSG00000165280
ENSG00000165359.10,11690,0.0,0.0,0.0,,,,,ENSG00000165359
ENSG00000165704.10,11780,726.037718016329,609.873445907723,842.2019901249361,1.38094549906402,0.46565638275192106,0.00044524625920326296,0.0017133803562278801,ENSG00000165704
ENSG00000165819.7,11806,1111.00124382089,839.214706035829,1382.78778160595,1.64771633726222,0.720467896617411,8.861550079723339e-20,1.1642160793928399e-18,ENSG00000165819
ENSG00000167325.10,12190,1019.2925492354301,379.540778432224,1659.04432003864,4.37118858977865,2.1280256228431202,9.433099079800308e-82,7.164733535454579e-80,ENSG00000167325
ENSG00000168137.11,12415,5007.979867470171,4837.44054075936,5178.51919418098,1.0705080818147,0.0982956874095308,0.0612260247752962,0.154127243103426,ENSG00000168137
ENSG00000168906.8,12592,4786.56618205919,3507.01471200037,6066.11765211802,1.7297097817585,0.7905299965087199,4.743451596269421e-17,5.344904545541411e-16,ENSG00000168906
ENSG00000169045.13,12628,17044.654437898702,15144.111510025801,18945.1973657715,1.25099431242495,0.32307523038705,1.12233568997872e-12,9.745755250065301e-12,ENSG00000169045
ENSG00000169714.12,12781,4391.31706230937,4550.66549743331,4231.968627185421,0.929966975066033,-0.104748610660706,0.0508863421189813,0.130974536185729,ENSG00000169714
ENSG00000173588.10,13691,208.950097072391,165.81237274863,252.087821396152,1.52031972775828,0.604374758632492,0.000159496704329024,0.000654714980360905,ENSG00000173588
ENSG00000174444.10,13848,29313.024425846,24259.8749133525,34366.1739383395,1.41658496018974,0.502417130462004,1.5539963421787803e-16,1.69599825310531e-15,ENSG00000174444
ENSG00000175216.10,14003,3661.8209048763,2440.8742424480397,4882.7675673045505,2.0004175071336103,1.00030113630505,4.629822890562489e-70,2.7648119251872494e-68,ENSG00000175216
ENSG00000175455.10,14046,1482.63086593778,1049.14230846321,1916.1194234123398,1.8263675079685602,0.86897709860561,1.70035429199481e-29,3.2929968977636498e-28,ENSG00000175455
ENSG00000177565.11,14495,1288.8646464513001,972.967516940219,1604.7617759623802,1.64934774082594,0.721895601974304,7.528036719329089e-22,1.09693604594301e-20,ENSG00000177565
ENSG00000177646.13,14512,659.229041686817,658.3094216536409,660.148661719993,1.0027938838574302,0.00402510216655748,0.9755695475874642,1.0,ENSG00000177646
