baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003.10	1.83150885564096	2.11180286467402	2.68185214012241	0.787441944721689	0.431023200839876	NA
ENSG00000000005.5	0	NA	NA	NA	NA	NA
ENSG00000000419.8	451.087780956478	-0.0854649287954443	0.250035097724822	-0.341811727925906	0.73249258302138	0.995678343778569
ENSG00000000457.9	69.5839486328576	-0.0357540371653735	0.553339634117384	-0.0646149940486438	0.948480546134224	0.998363395774533
ENSG00000000460.12	105.84370207791	-0.534299125698364	0.458526566647916	-1.16525227666608	0.243916890507272	0.913488680992665
ENSG00000000938.8	0	NA	NA	NA	NA	NA
ENSG00000000971.11	487.233710251956	0.0835042430430059	0.248643138828819	0.335839723695313	0.736991732993136	0.995678343778569
ENSG00000001036.9	402.852623156349	-0.318144972935279	0.290329297662825	-1.09580733152449	0.273163099374051	0.934548351891362
ENSG00000001084.6	126.529773099135	0.13492242252204	0.414352643982214	0.325622207270943	0.744710208192011	0.995678343778569
ENSG00000001167.10	185.328033467465	-0.220668266856591	0.326171810014573	-0.676539970902856	0.498697877223251	0.975755972290191
ENSG00000001460.13	65.6782241657068	-0.020457047358724	0.48628065430341	-0.0420683964654699	0.966444173824726	0.998828487204033
ENSG00000001461.12	260.88110793533	0.195765601687207	0.281115299758093	0.69638899716831	0.486185251724095	0.975371216458311
ENSG00000001497.12	626.411333416568	-0.298824167875872	0.229255618494002	-1.30345406511243	0.192419788874748	0.879433304205264
ENSG00000001561.6	0	NA	NA	NA	NA	NA
ENSG00000001617.7	64.5884651312674	3.61685051941159	0.972636831415939	3.71860328808058	0.000200327378146882	0.040584968660842
ENSG00000001626.10	0	NA	NA	NA	NA	NA
ENSG00000001629.5	222.820372970757	0.314738982727925	0.291949355674789	1.07806020671106	0.281006888616585	0.937690357354575
ENSG00000001630.11	2239.6595233603	0.567141331342928	0.261020924038506	2.17278110340022	0.02979679619586	0.534776433827499
ENSG00000001631.10	410.54387292427	-0.473489117126078	0.245982175904475	-1.92489197798605	0.054242873716034	0.688292310695937
ENSG00000002016.12	37.0887072727377	0.122722636213994	0.578999846116479	0.21195625013915	0.832141166129803	0.998363395774533
ENSG00000002330.9	23.7603827890119	0.91918974056145	0.753475413037487	1.21993329132787	0.222490164269494	0.897622851964341
ENSG00000002549.8	342.499757106098	-0.822976441779644	0.306353082531416	-2.68636579393729	0.00722339601921087	0.316069095099821
ENSG00000002586.13	178.417693318446	0.35416405506463	0.334860467112497	1.05764666136492	0.290216560956863	0.942772385012863
ENSG00000002587.5	2.69277735007911	0.37896474281789	1.93971126617076	0.195371728476896	0.845101947533778	NA
