,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,geneID
ENSG00000010244.12,300.622035332873,-0.0618373947418994,0.25429684092812,-0.243170125575325,0.8078736086942842,0.9266045594036071,ENSG00000010244
ENSG00000011426.6,126.802063427217,0.334414014956792,0.42691233146701596,0.783331823205087,0.433432280264524,0.7214218496303579,ENSG00000011426
ENSG00000022840.11,248.465195484788,0.433321816020366,0.284217368850084,1.5246141281707901,0.127355371401703,0.379431896563584,ENSG00000022840
ENSG00000023287.8,147.344017718966,-1.43021828221447,0.34375879164541495,-4.16052859439224,3.17511858578377e-05,0.0005828371816039469,ENSG00000023287
ENSG00000047410.9,311.646503048938,0.6112487784521661,0.26964371158745104,2.2668757036966003,0.0233978198308022,0.1246692215952,ENSG00000047410
ENSG00000068745.10,155.256867740113,0.370664936734021,0.314757855448199,1.17761933600105,0.238948397739712,0.5352987871551971,ENSG00000068745
ENSG00000070756.9,1639.0491836702201,-0.9147344642320691,0.181343872892349,-5.04419834892951,4.5542668356287497e-07,1.36259645251275e-05,ENSG00000070756
ENSG00000072756.12,44.6365458366208,0.284829723876127,0.5265079547094009,0.540978956402159,0.588522087375039,0.8272284730770401,ENSG00000072756
ENSG00000073921.13,274.837665926402,0.156459621322454,0.265127476356658,0.5901297876496939,0.555103639771974,0.8057253425322808,ENSG00000073921
ENSG00000077380.11,220.81355694165902,-0.158040828838595,0.27934918845082896,-0.56574651143622,0.5715661122126489,0.8171243081635671,ENSG00000077380
ENSG00000078674.13,380.654060646754,0.215258367657286,0.273782330132608,0.7862390810722659,0.43172743435265704,0.720865180771665,ENSG00000078674
ENSG00000080345.13,232.116418865158,0.216996625518723,0.284112739193122,0.7637694322859009,0.445004655917275,0.7317041803316509,ENSG00000080345
ENSG00000080986.8,41.224012144391,0.716944895318106,0.554541100154375,1.2928616023564699,0.196058929848216,0.48203249882319604,ENSG00000080986
ENSG00000082258.8,200.778700126265,1.70741601355894,0.33980087220580896,5.02475465255663,5.04076536257368e-07,1.4971441065921399e-05,ENSG00000082258
ENSG00000088205.8,236.630925918523,0.549091738246932,0.283057486609528,1.93985944277246,0.0523967741773835,0.21711046245190804,ENSG00000088205
ENSG00000088247.11,384.814036331093,1.23332645590438,0.24353911935717001,5.0641821287676105,4.10157386566215e-07,1.2362447451392098e-05,ENSG00000088247
ENSG00000092199.13,899.318812625167,0.705484570616405,0.19644867258353602,3.59119031622069,0.000329171148420884,0.00424756047439084,ENSG00000092199
ENSG00000096384.15,5052.8908993585,0.263866030152203,0.16949510166551904,1.55677673017899,0.11952350380879101,0.364847064514607,ENSG00000096384
ENSG00000100023.13,127.969156746573,0.8170855942808449,0.35031606432095297,2.33242399507048,0.0196783970138107,0.109787108019921,ENSG00000100023
ENSG00000100201.14,775.5933304087849,-0.0233244207995629,0.20516168438233498,-0.11368799622494802,0.9094851284469601,0.9672836093149341,ENSG00000100201
ENSG00000101972.14,153.107664016699,0.304740392596437,0.47061924090207596,0.647530670467945,0.517288551124581,0.78315035887111,ENSG00000101972
