baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003.10	2.01212149721908	1.08923227804779	2.57862159411132	0.422408732066472	0.672726705357417	NA
ENSG00000000005.5	0.138678927174035	-0.615587159486545	4.97323559277498	-0.123780011624798	0.901489458501181	NA
ENSG00000000419.8	219.525647565858	-0.243657503181569	0.259983001123414	-0.937205517778853	0.348652852051343	0.690398491518074
ENSG00000000457.9	52.8611995586939	0.152775528225204	0.605907204265668	0.252143442345038	0.800930192315217	0.94033761041619
ENSG00000000460.12	84.0980187555065	-0.424361966330339	0.446650361454013	-0.950098786327818	0.342062059849828	0.685213285277001
ENSG00000000938.8	0.45143982170974	2.07870781875013	4.89226967425514	0.424896409470032	0.670912192214454	NA
ENSG00000000971.11	173.39542509131	-0.186558002578245	0.334773032128137	-0.557267117343068	0.577344938749371	0.842274359425223
ENSG00000001036.9	247.730899198628	-0.122073056569256	0.244894455139048	-0.498472113220957	0.618151319991407	0.862040041228999
ENSG00000001084.6	67.5137157633357	0.465115511751655	0.46306031657171	1.00443828828858	0.315167402618485	0.662531021501131
ENSG00000001167.10	154.672617339192	0.227607698300355	0.286506330736886	0.7944246736711	0.426948244859777	0.753700675548776
ENSG00000001460.13	33.4919120488041	-0.338796967858725	0.661290476742166	-0.512327002692979	0.60842216996596	0.85688710197612
ENSG00000001461.12	134.244862565042	0.148374970237995	0.321774927154475	0.461114144442848	0.644716714312966	0.875164419206925
ENSG00000001497.12	344.491983913234	-0.629400219755059	0.203671132127655	-3.09027702247252	0.00199969889315287	0.0294990064307172
ENSG00000001561.6	0	NA	NA	NA	NA	NA
ENSG00000001617.7	15.6731521179696	0.533198780268654	0.900807732946289	0.591911859509366	0.553909611840574	0.829898917052206
ENSG00000001626.10	0	NA	NA	NA	NA	NA
ENSG00000001629.5	156.262607689269	0.642752218094428	0.355977397017128	1.80559839888796	0.0709810929587391	0.314475057661025
ENSG00000001630.11	1025.0965297006	0.675850045427058	0.131116302477479	5.15458438544011	2.54194073791692e-07	1.82456752966587e-05
ENSG00000001631.10	287.473365868287	-0.232868525242291	0.218738555941806	-1.06459752483803	0.28705810039375	0.637492181778713
ENSG00000002016.12	26.7176363606518	0.321290210417225	0.695086762721722	0.462230368420717	0.643916127647979	0.87472157820337
ENSG00000002330.9	17.0518958815789	0.907587385363381	1.03575219729976	0.876259193781571	0.380889143264658	0.71947212223169
ENSG00000002549.8	169.072864518321	-0.421275092562741	0.28907992432775	-1.45729625999594	0.145034618778338	0.461925326931009
