baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003.10	351.797345390155	0.619229529515862	0.202931025119172	3.05142857851439	0.00227755225683486	0.0225100646194945
ENSG00000000005.5	0	NA	NA	NA	NA	NA
ENSG00000000419.8	453.020635907272	0.497886298052946	0.187777808847026	2.65146505388478	0.00801434060864399	0.0595757271388045
ENSG00000000457.9	51.8206143285056	0.0830839452094507	0.563074382494978	0.147554120365601	0.882694665287249	0.955111780701851
ENSG00000000460.12	64.7999663199915	-0.839127751035652	0.437761009687841	-1.91686270011579	0.0552553768261605	0.225610055694253
ENSG00000000938.8	0	NA	NA	NA	NA	NA
ENSG00000000971.11	0.901612698077164	-2.7340888148877	3.99424567772044	-0.684506922079983	0.493655119856347	NA
ENSG00000001036.9	866.364028245669	0.412851459611528	0.158948118099713	2.59739759455682	0.00939331246993641	0.0669015575442274
ENSG00000001084.6	367.214286518324	-0.00665982179248871	0.200545084825414	-0.0332086014388559	0.973508238950727	0.989919483159663
ENSG00000001167.10	302.138969151694	0.280940583986069	0.225630798738311	1.24513402229235	0.213082489916469	0.512010533265405
ENSG00000001460.13	25.1267108443233	-0.165929421124592	0.775271766929172	-0.214027426513716	0.830525669439	0.935702499140599
ENSG00000001461.12	77.5627045706907	-0.0820868780708802	0.395533822994584	-0.207534408686977	0.835592523327642	0.937641813498537
ENSG00000001497.12	186.540526681942	-0.565753586221103	0.265274827733252	-2.13270739276475	0.0329487370890257	0.160497595319095
ENSG00000001561.6	1.61343668833924	3.82612216013199	3.19481177533153	1.19760487602903	0.231070876949635	NA
ENSG00000001617.7	179.849181064419	0.0508562275002947	0.32462782914852	0.156660097914857	0.875512735946036	0.951739346115312
ENSG00000001626.10	0	NA	NA	NA	NA	NA
ENSG00000001629.5	270.931239166541	-0.113153446982606	0.302255801338775	-0.374363193299907	0.70813412280591	0.884374120072013
ENSG00000001630.11	1220.42701183036	0.179813929316591	0.133723248007336	1.34467216431003	0.178731127568078	0.463003528635592
ENSG00000001631.10	186.814759845109	0.10493998951406	0.276578415886277	0.379422194525871	0.704374371704715	0.882031984771383
