,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,geneID
ENSG00000010244.12,1298.99420957846,0.330591358744461,0.119107780704873,2.77556475981703,0.0055105923579366395,0.0696029504498496,ENSG00000010244
ENSG00000011426.6,389.329333319313,0.443026647154819,0.279174805007753,1.58691486197157,0.112531928427765,0.39084501509472896,ENSG00000011426
ENSG00000022840.11,485.215293705861,0.109959488578321,0.17905963057767899,0.614094244602043,0.539153051258298,0.792109237412813,ENSG00000022840
ENSG00000023287.8,377.399655687674,-0.0198668458474063,0.23429708323066603,-0.0847933980801946,0.932425642207475,0.9739975535491291,ENSG00000023287
ENSG00000047410.9,1722.29853381185,-0.22778434877279602,0.119459127069358,-1.90679736543315,0.0565468326513994,0.28000767936200605,ENSG00000047410
ENSG00000068745.10,226.19521204857102,0.056878167879044005,0.24023182675366,0.236763665529498,0.8128401408624419,0.926947427947491,ENSG00000068745
ENSG00000070756.9,9695.32420919704,-0.46104198391173995,0.0780991243530657,-5.903292613467599,3.563174620335e-09,4.0187519467921204e-07,ENSG00000070756
ENSG00000072756.12,168.220694905669,0.254544698649965,0.28375012856814097,0.897073421374106,0.369679740163151,0.6733661828033051,ENSG00000072756
ENSG00000073921.13,2377.38281809769,0.39610853526114004,0.0969980858258104,4.0836737332371005,4.43292593552604e-05,0.00155115569023726,ENSG00000073921
ENSG00000077380.11,380.344998918617,-0.5397653065785,0.193019331343388,-2.7964313357724704,0.0051670389175878205,0.0661967906764395,ENSG00000077380
ENSG00000078674.13,716.3717576106039,0.0407399025772931,0.152261912436342,0.26756463205679,0.789034458103563,0.9166359146992891,ENSG00000078674
ENSG00000080345.13,713.095458272564,-0.166723756202245,0.16308872624706502,-1.0222886648196199,0.30664429652959396,0.62009160557096,ENSG00000080345
ENSG00000080986.8,328.25777609011396,-0.0373053548322746,0.20730865970468104,-0.17995077912045498,0.8571912098590571,0.9443113538844359,ENSG00000080986
ENSG00000082258.8,225.411632462195,0.66487257736845,0.24986878673037802,2.6608868841464504,0.007793513451951609,0.0881357761191161,ENSG00000082258
ENSG00000088205.8,577.657699436387,0.175403900433078,0.160553316657979,1.0924962752824101,0.274615026748899,0.5878260523991011,ENSG00000088205
ENSG00000088247.11,1747.66653934001,0.37999513278070396,0.5102194634186951,0.744768006760405,0.45641197889452795,0.7415300472534642,ENSG00000088247
ENSG00000092199.13,3135.95320124443,-0.48468865301770503,0.0860174114886837,-5.63477375835089,1.75288303510365e-08,1.6162349269656402e-06,ENSG00000092199
ENSG00000096384.15,11281.7346303452,-0.4125445969197629,0.0871287811805072,-4.73488313884574,2.1918135165799e-06,0.00011440904273321201,ENSG00000096384
ENSG00000100023.13,1374.8142990951,-0.048300479115604006,0.14132141720976002,-0.341777488998096,0.732518351709264,0.89124820333989,ENSG00000100023
ENSG00000100201.14,2427.3048504725,0.250152701718313,0.0975835423925291,2.5634722370712404,0.0103630988524718,0.105399891066364,ENSG00000100201
ENSG00000101972.14,832.133528442848,0.0672741891045326,0.213215463223796,0.315522092475628,0.752365279709693,0.901183217645822,ENSG00000101972
ENSG00000102144.9,2659.07344996305,-0.0753300141865476,0.103037191521409,-0.7310953751189481,0.464720899038437,0.7460620808595692,ENSG00000102144
