baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003.10	1.50683760506777	-0.0425237748884647	2.98727725866528	-0.0142349608711795	0.988642528067086	NA
ENSG00000000005.5	0	NA	NA	NA	NA	NA
ENSG00000000419.8	104.132293439657	-0.0169542734544398	0.358391520837502	-0.0473065696834024	0.962268892096604	0.994022058376314
ENSG00000000457.9	40.1399088869495	-0.787719384666175	0.72139680613402	-1.09193633513236	0.274861085497848	0.683163551718328
ENSG00000000460.12	74.7059784799812	-1.05863175794672	0.473812637034335	-2.23428350196156	0.0254644251706241	0.221067305577339
ENSG00000000938.8	0.275981166540552	0.553841124958271	4.89226816016942	0.113207434021583	0.909866102062184	NA
ENSG00000000971.11	107.839068836057	-0.156080683216925	0.356048171593494	-0.438369568135643	0.661118402975064	0.901931689142986
ENSG00000001036.9	146.437991586951	0.229447368877768	0.309019651790384	0.742500897753285	0.457783908070567	0.812164260225133
ENSG00000001084.6	43.8081058404658	1.00097197019044	0.839907657914399	1.19176430975279	0.233353673785616	0.641117013791623
ENSG00000001167.10	62.9629619328224	-0.622399471478684	0.4738431973399	-1.31351357363103	0.189009950115006	0.587268909393264
ENSG00000001460.13	14.3342063723572	-0.67040055364118	0.968117889891489	-0.692478220515397	0.488637058679653	NA
ENSG00000001461.12	79.9637925690596	-0.267424384413554	0.399291667319513	-0.669746970200512	0.503019103850738	0.830033790484101
ENSG00000001497.12	201.028557571068	-0.644846926484055	0.271855484436982	-2.37202103102516	0.0176910836997604	0.180718040975096
ENSG00000001561.6	0	NA	NA	NA	NA	NA
ENSG00000001617.7	6.17907391710206	0.464242676178709	1.41663302392863	0.327708494957476	0.743132079742012	NA
ENSG00000001626.10	0	NA	NA	NA	NA	NA
ENSG00000001629.5	114.303435874179	1.10305640140541	0.553869502292841	1.99154565622248	0.0464209310604206	0.307151827183116
ENSG00000001630.11	549.628802850039	0.652627854636147	0.189457311953515	3.44472244384146	0.000571646056013242	0.0175801290606326
ENSG00000001631.10	109.347197980141	0.226785040844284	0.356684834768123	0.635813521457156	0.524897973297094	0.841339493260566
ENSG00000002016.12	20.4497293091795	-1.02320296667121	0.77226177471393	-1.32494317364114	0.185189999827574	NA
ENSG00000002330.9	6.57859504787876	0.539264231519891	1.36251311867223	0.395786450882325	0.692262573010719	NA
ENSG00000002549.8	104.799769629423	-0.918551171379075	0.349975093033096	-2.62461869334287	0.00867460521403648	0.121611560095336
ENSG00000002586.13	26.7279870232137	-0.687169579836876	0.826738857842105	-0.831180938598286	0.405871421281268	0.783413400379978
ENSG00000002587.5	6.75410391275842	-0.364079785424667	1.28737289053306	-0.282808336342949	0.777323763627844	NA
ENSG00000002726.15	0	NA	NA	NA	NA	NA
ENSG00000002745.8	0.07769974706883	0.230964176416216	4.94406537166292	0.0467154374090592	0.962740026505456	NA
ENSG00000002746.10	12.5454846372749	0.120227514263874	1.17790109128165	0.102069278272811	0.91870168601438	NA
ENSG00000002822.11	45.5649153349086	-0.389272533793702	0.833672441196885	-0.466937030130002	0.640544930874901	0.891897878693315
ENSG00000002834.13	418.971895116068	0.287519541674128	0.191686255550802	1.49994865749739	0.133627702564832	0.507216146980114
ENSG00000002919.10	58.6910063139428	0.620220566765581	0.488253450140242	1.2702840432309	0.20398347001832	0.606189733630489
ENSG00000002933.3	0	NA	NA	NA	NA	NA
ENSG00000003056.3	168.925672627365	-0.557841496277441	0.443751680822558	-1.2571028356296	0.20871640050002	0.613367779935121
ENSG00000003096.9	30.1808759477599	2.76440692146376	0.754378993765946	3.66448024707518	0.000247841365414047	0.00941150645880996
ENSG00000003137.4	0	NA	NA	NA	NA	NA
ENSG00000003147.13	30.4524467014374	-0.496328969413467	0.674572585003125	-0.735768070697935	0.461871855612763	0.813468196596465
ENSG00000003249.9	29.3998871661632	-0.264906104831366	0.640758223519215	-0.413425993000029	0.679294533893672	0.908251809695306
ENSG00000003393.10	55.7616369543249	0.197166397908167	0.510688986649443	0.386079204883088	0.699438010257012	0.914890155332937
ENSG00000003400.10	115.586402060398	0.470194141679539	0.344929991912426	1.36315818486122	0.172832662496031	0.562619891346459
ENSG00000003402.15	586.908438226439	0.231796952138041	0.19782039607476	1.17175456493596	0.241295608994189	0.648653693122574
ENSG00000003436.10	270.250939598947	0.835289064731672	0.254290812792866	3.2847787757557	0.00102062474116104	0.0282092926876599
ENSG00000003509.11	43.8492548348749	-0.862648587873833	0.609187667164772	-1.41606377536941	0.156756832882955	0.545898795215201
ENSG00000003756.12	148.201596080721	-0.0672724570974271	0.297915076079846	-0.225810851812672	0.821348536532716	0.952347667970503
ENSG00000003987.9	0	NA	NA	NA	NA	NA
ENSG00000003989.12	0	NA	NA	NA	NA	NA
ENSG00000004059.6	102.497617179509	-0.17215045586472	0.377491466193854	-0.456038006899777	0.648362647813751	0.895587437293263
ENSG00000004139.9	2.84240952591171	-1.47490329776503	2.77623736982362	-0.531259795648791	0.595238761583279	NA
ENSG00000004142.7	135.080234925408	-0.205226952351282	0.320178486612882	-0.640976708092869	0.521537816018677	0.838766711434428
ENSG00000004399.8	61.7225240209023	-1.11901104588133	0.474331388406773	-2.35913345233164	0.0183176670734837	0.184104147548684
ENSG00000004455.12	673.244824251782	-0.0313710173912248	0.190643970236523	-0.164552895915377	0.869295909285459	0.96758557409752
ENSG00000004468.8	2.0654475775505	-0.144476853288179	2.25833517872293	-0.0639749381090011	0.948990182410368	NA
ENSG00000004478.5	258.19887071229	-0.686856591533278	0.246723780902302	-2.783909151446	0.00537080752634415	0.0898632814848463
ENSG00000004487.11	374.65913357144	-0.092277004473419	0.231964683396111	-0.397806265688487	0.690772998290937	0.913099717848772
ENSG00000004534.10	156.162753727749	-0.404189297053253	0.287451386765633	-1.40611357489396	0.159690402001425	0.550231729830383
ENSG00000004660.10	14.7192076951981	-1.09044023373529	0.92560578959439	-1.1780827712985	0.238763609803246	NA
ENSG00000004700.11	71.6769758904762	0.380001294286886	0.420157347842399	0.904426154245015	0.365769474971818	0.755885150314352
ENSG00000004766.11	49.0410035075347	0.141520230231886	0.520351801117891	0.27197028996124	0.785644863737471	0.942771190366683
ENSG00000004776.7	0.358827572234826	-2.83232660397453	4.98741595177677	-0.56789460340991	0.570106536568577	NA
ENSG00000004777.14	32.1207727896547	0.249257365182957	0.626981440026422	0.397551425401768	0.690960872274019	0.913099717848772
ENSG00000004779.5	105.41392838072	-0.746434745793752	0.34796055492134	-2.14517058108064	0.0319392108453643	0.246428504879339
ENSG00000004799.7	1.40180933604078	-0.238475438156482	2.96497698565624	-0.0804307889437802	0.935894640184794	NA
ENSG00000004809.9	0	NA	NA	NA	NA	NA
ENSG00000004838.9	23.9950349457508	0.16574102574075	0.781277017360149	0.212141176635109	0.831996896389403	NA
ENSG00000004846.12	19.0506445510741	-0.224465230212221	0.802152379396904	-0.279828665946219	0.779608957683046	NA
ENSG00000004848.6	0.727476604147338	-3.50370994641134	4.5195686435065	-0.775231050300629	0.438203143556395	NA
ENSG00000004864.9	110.604324247287	-0.120742043144718	0.394525679046454	-0.306043559538493	0.759571480194288	0.937862537581536
ENSG00000004866.14	66.3757532296626	-0.271436677833472	0.435636750716236	-0.623080301161918	0.533231753930981	0.844969030344017
ENSG00000004897.7	213.135875937551	0.682170706703014	0.270905046164039	2.51811738600817	0.0117983992479116	0.143808635108571
ENSG00000004939.9	44.291215372344	0.684356375000278	0.545004780686408	1.25568875586442	0.209228837488249	0.613510546094413
ENSG00000004948.9	0	NA	NA	NA	NA	NA
ENSG00000004961.10	69.1063070397639	-0.47003764406794	0.454261979714787	-1.03472811958214	0.300795900031739	0.706138486892908
ENSG00000004975.7	84.5430711061881	0.710793003464758	0.531975295893871	1.33613911952513	0.181503805650573	0.575886755442402
ENSG00000005001.5	0.886292179716013	0.257907514464277	3.57972644041623	0.0720467104839132	0.942564734818964	NA
ENSG00000005007.8	184.666878751678	-0.519118867316942	0.272488494977535	-1.90510380028977	0.0567665795203104	0.343029921981828
ENSG00000005020.8	48.1228622581033	0.472086286323371	0.845980892968934	0.558034218322124	0.576821018255232	0.867836702457071
ENSG00000005022.5	529.142087111717	-0.790393630591572	0.171756914802408	-4.60181548731737	4.18824157264152e-06	0.000333894586954779
ENSG00000005059.11	6.15549925031636	1.07535662459891	1.40584720490748	0.764917140956068	0.444320886283836	NA
ENSG00000005073.5	0	NA	NA	NA	NA	NA
ENSG00000005075.11	81.0955653200289	0.288934422639262	0.389815532748832	0.741208080144487	0.458567284930654	0.812537461316431
ENSG00000005100.8	73.7572005235565	0.338273591264777	0.591598172975677	0.571796206812634	0.56746004738899	0.862820845785919
ENSG00000005102.8	0	NA	NA	NA	NA	NA
ENSG00000005108.11	0	NA	NA	NA	NA	NA
ENSG00000005156.7	132.921494737509	-0.402953221471816	1.09615973721286	-0.367604472041988	0.71316817977265	0.921149198777629
ENSG00000005175.5	98.5604872427228	-0.317084107594227	0.358184664912826	-0.885253163117405	0.37602010494421	0.763048233406768
ENSG00000005187.7	209.543725747532	1.1236076277052	0.266221534981742	4.22057377057141	2.4368129547424e-05	0.0015094414430298
ENSG00000005189.15	82.5780938342675	0.358069498456317	0.393043576063212	0.911017302566801	0.362286257086971	0.752761299059411
ENSG00000005194.10	98.9637300745266	-0.11701136073906	0.36941512811416	-0.316747614902496	0.751435116122254	0.935376213424374
ENSG00000005238.15	26.9186709579977	0.593577791720216	0.732422707721126	0.81043062354946	0.417692723280842	0.79015123351416
ENSG00000005243.5	0.634988927399204	1.95797679908345	4.68316926551095	0.418087984455935	0.675882789648513	NA
ENSG00000005249.8	291.428279043496	-0.605949562800104	0.24500866435851	-2.47317605843296	0.0133918151382701	0.153496211834187
ENSG00000005302.13	169.194942161397	0.383355916477502	0.298890442787109	1.28259676991598	0.199633382413247	0.599999298691432
ENSG00000005339.8	94.829328533604	0.637594123062277	0.457851805768209	1.39257750003298	0.163747590838048	0.552954356517801
ENSG00000005379.11	10.1520818952389	0.676348534994258	1.19553725486354	0.565727694593219	0.571578905643003	NA
ENSG00000005381.6	0	NA	NA	NA	NA	NA
ENSG00000005421.4	0.268302078150234	-2.21304361395001	4.98133943754317	-0.444266776375613	0.656849718581525	NA
ENSG00000005436.9	44.1315710752076	-0.701375662031286	0.524745182941914	-1.33660238308262	0.181352460742325	0.575766045846406
ENSG00000005448.12	10.8640171096094	0.347494112933907	1.16658834434523	0.2978720939724	0.76580078744499	NA
ENSG00000005469.7	11.9370130666399	0.111260818843796	0.978057528212328	0.113756927005261	0.909430484138428	NA
ENSG00000005471.11	2.32496591628942	1.46058144103774	2.42995944635739	0.601072352556011	0.547791796991458	NA
ENSG00000005483.15	181.393171778741	0.226835857869184	0.26793175755195	0.846618034165667	0.397208058599474	0.778494741753984
ENSG00000005486.12	41.8313723103816	0.562711657472339	0.5629092900236	0.999648908705606	0.317480445319212	0.719273358494742
ENSG00000005513.9	0	NA	NA	NA	NA	NA
ENSG00000005700.10	80.7277887267452	-0.624063961531562	0.469107140216753	-1.33032287942411	0.183411912012103	0.578537323736316
ENSG00000005801.12	101.147209803731	-0.0842201166912841	0.373534264006463	-0.225468249653871	0.821615022590541	0.952347667970503
ENSG00000005810.13	81.4796504108131	-0.50999188676322	0.478263892856103	-1.06633993153371	0.286270004752962	0.691641001801486
ENSG00000005812.6	29.2840057041671	0.350663320620605	0.682758321020764	0.513598018250942	0.607533065408516	0.879377251039596
ENSG00000005844.13	5.21132914796599	0.249417655404482	1.45412818109463	0.171523844078675	0.863811883392111	NA
ENSG00000005882.7	1.52596466055926	1.31512857756143	2.894970708187	0.45428044361286	0.649626989952923	NA
ENSG00000005884.13	0.810747065889441	-3.69904893270904	4.88143086086859	-0.757779642514662	0.44858291139236	NA
ENSG00000005889.11	66.9997496561226	1.27609491333016	0.598689365257139	2.13148084362927	0.0330495489613438	0.25188024487642
ENSG00000005893.11	167.28591005982	0.49580334981446	0.286866463510988	1.72834197398425	0.0839269319784532	0.408366475710201
ENSG00000005955.8	158.773796430575	0.25914850297919	0.32785651454322	0.790432678576616	0.429275123957185	0.797534805672802
ENSG00000005961.13	55.6823472732948	0.734181106266224	0.532161616662806	1.37962055751086	0.167703504462451	0.555871881584458
ENSG00000005981.8	3.1905852282132	-0.884129641480432	1.83876140325052	-0.480828910111714	0.63063810132463	NA
ENSG00000006007.7	93.3310542413985	0.343150354865397	0.366237026787598	0.936962485402682	0.348777855347196	0.74330828696812
ENSG00000006015.13	14.1389829591364	-1.05157084230541	0.918600249385192	-1.1447534909872	0.252311286284134	NA
ENSG00000006016.6	1.31400274911455	0.970954360601636	3.06953298047535	0.316319898426787	0.751759709212243	NA
ENSG00000006025.7	36.4235041059537	-0.0233960780028889	0.604896181866358	-0.0386778404365228	0.969147240956677	0.995488765028631
ENSG00000006042.7	177.088657550486	0.80046665626053	0.301941608888439	2.65106442006238	0.00802385356012525	0.11641251992381
ENSG00000006047.8	0.0701134647120936	-0.299827645119141	4.94880568825229	-0.0605858592975041	0.951689035480837	NA
ENSG00000006059.3	0	NA	NA	NA	NA	NA
ENSG00000006071.7	0	NA	NA	NA	NA	NA
ENSG00000006074.4	0	NA	NA	NA	NA	NA
ENSG00000006075.11	0	NA	NA	NA	NA	NA
ENSG00000006114.11	127.932044595064	0.361473830249932	0.343398591050759	1.05263632312487	0.292507703012179	0.697260447081979
ENSG00000006116.3	0	NA	NA	NA	NA	NA
ENSG00000006118.10	0.232493233445957	0.275036715176942	4.92841367791131	0.0558063371201226	0.9554960865218	NA
ENSG00000006125.12	638.647608894782	0.00499844211042306	0.180285842614074	0.0277250949822105	0.977881408492971	0.996446835891687
ENSG00000006128.7	0	NA	NA	NA	NA	NA
ENSG00000006194.6	58.9637006785425	-0.552232277017937	0.481856901471631	-1.14605036335761	0.251774313905035	0.660789516163534
ENSG00000006210.6	8.1153705404612	-0.650911101190339	1.20870855910208	-0.538517822421877	0.590219604243923	NA
ENSG00000006282.15	7.67296853165734	1.25734172366926	1.3594022675554	0.924922485181907	0.355006229603347	NA
ENSG00000006283.13	0	NA	NA	NA	NA	NA
ENSG00000006327.9	27.5117607483267	-1.72694906448722	0.717129666760114	-2.40814059790515	0.0160340047712487	0.170774786961676
ENSG00000006377.9	0	NA	NA	NA	NA	NA
ENSG00000006432.11	37.4898847913962	0.242370458660267	0.570827245948045	0.424595112410466	0.671131856597617	0.904019993140591
ENSG00000006451.3	81.215042845304	0.306138851779045	0.574819029030135	0.532583015380646	0.594322261974328	0.874168177178138
ENSG00000006453.9	51.7595562675054	-0.0228865560912576	0.495353625956976	-0.0462024600042907	0.963148881770564	0.994140559907642
ENSG00000006459.6	59.3759599288908	0.585225527718533	0.585619900756567	0.999326571659323	0.317636517485027	0.719273358494742
ENSG00000006468.9	20.3194942716091	-0.798973415117692	0.809789974056248	-0.986642760116706	0.323817800014294	NA
ENSG00000006530.11	104.973611817818	-0.53655783154207	0.383184302284049	-1.40026047085908	0.16143533340507	0.550771953890578
ENSG00000006534.11	13.1738522954399	-0.546441975343751	0.946422445449177	-0.577376390396581	0.563685219659089	NA
ENSG00000006555.6	2.71052930560447	-0.492150154067983	2.07815230164299	-0.236821023020733	0.812795641413836	NA
ENSG00000006576.12	75.6083082863414	-0.235891527633887	0.594358871443414	-0.396884002187129	0.691453001838889	0.913288713899768
ENSG00000006606.4	10.7970677252606	-0.959794427179214	1.03395001801537	-0.92827932729428	0.353262694630758	NA
ENSG00000006607.9	53.9713109943998	0.0609534787163313	0.526642950645347	0.115739665064612	0.907858869304053	0.977711388964439
ENSG00000006611.11	0	NA	NA	NA	NA	NA
ENSG00000006625.13	111.962954925434	-0.231877461521831	0.368037812788587	-0.630037059955654	0.528670337447173	0.843418876850555
ENSG00000006634.3	155.914255085037	0.446782082510739	0.33397534026702	1.33776967531054	0.180971530044073	0.575551739393527
ENSG00000006638.7	144.212699273502	0.475420520377612	0.317228925205384	1.4986669959866	0.133960042824823	0.508034616051084
ENSG00000006652.9	126.765593942726	0.0094910022392195	0.31682955236071	0.0299561772836582	0.976102002932598	0.995895189290203
ENSG00000006659.8	0	NA	NA	NA	NA	NA
ENSG00000006695.6	40.4799126951112	-0.58812841529706	0.578494853490423	-1.01665280468532	0.309318624672126	0.712739690086657
ENSG00000006704.6	81.9306970958161	0.330759968006958	0.40003091978492	0.826836006038719	0.408330018903111	0.783986455286827
ENSG00000006712.10	70.5370296954914	-0.944650845338248	0.624369990699134	-1.51296644523303	0.130288182367962	0.501293825903866
ENSG00000006715.11	97.3536708867207	-0.0629415811736241	0.387549148074306	-0.162409287922254	0.870983557236761	0.96758557409752
ENSG00000006740.12	0.814088758000854	-0.0967693480801074	4.48744629336242	-0.0215644582138494	0.98279538517122	NA
ENSG00000006744.14	97.5666550684108	-0.593149473898679	0.396936229873563	-1.4943193119147	0.135092179884299	0.509173349610645
ENSG00000006747.10	80.6075325383116	1.11190868159939	0.429728243280618	2.58746940417713	0.00966837815412125	0.12833376109133
ENSG00000006756.11	3.97025485647889	1.17668616827489	1.73158432154591	0.6795430945138	0.496793811917658	NA
ENSG00000006757.7	34.0548671367746	-0.724604086244976	0.649956312278018	-1.11485044849449	0.264914513778722	0.675748645836262
ENSG00000006788.8	0	NA	NA	NA	NA	NA
ENSG00000006831.9	168.979626992263	-0.450424655285503	0.27730268604159	-1.62430686018652	0.104310333856951	0.452900680488321
ENSG00000006837.7	60.3653336017789	1.00118684302831	0.461597610247071	2.1689601956397	0.0300857059946077	0.239533779541389
ENSG00000007001.8	0	NA	NA	NA	NA	NA
