,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,geneID
ENSG00000010244.12,340.424571484672,-0.18400722760871,0.234654019313924,-0.7841639710528109,0.432943902907451,0.873288193399576,ENSG00000010244
ENSG00000011426.6,116.686269162651,-1.54071708443847,0.44135223738878293,-3.4909012664215,0.00048139411763199405,0.0137213923322278,ENSG00000011426
ENSG00000022840.11,154.105524011655,-0.13104214157079302,0.296044696012126,-0.442643098613142,0.658023905845745,0.9481887422644879,ENSG00000022840
ENSG00000023287.8,176.487231732574,-0.32965866620815004,0.287710799153378,-1.14579872280849,0.251878443767303,0.755525665867605,ENSG00000023287
ENSG00000047410.9,445.0975184308701,0.10913933385642,0.208334592120543,0.5238656372210689,0.600371996662981,0.9362719430507241,ENSG00000047410
ENSG00000068745.10,182.639281903687,0.6284241398824431,0.27410120759649304,2.29267191265918,0.021866900762044,0.21165316358203198,ENSG00000068745
ENSG00000070756.9,1826.5336187112698,-0.27462022764514604,0.135866004463084,-2.0212578468793003,0.0432530803092244,0.320367349315456,ENSG00000070756
ENSG00000072756.12,54.3697002712032,-0.413492854998797,0.472504456853923,-0.875108898976227,0.381514655506457,0.851624895449508,ENSG00000072756
ENSG00000073921.13,237.825905012477,0.0786046795729609,0.25967795338146304,0.30270062802556,0.762118019136428,0.969591341220986,ENSG00000073921
ENSG00000077380.11,202.568325946867,-0.145145357281798,0.260162752331773,-0.557902143873004,0.57691120749919,0.931849293699872,ENSG00000077380
ENSG00000078674.13,433.170870980092,0.148563978650673,0.19112563279690303,0.7773105913456559,0.436975547783885,0.874595142258624,ENSG00000078674
ENSG00000080345.13,281.891234588569,-0.36339826549357207,0.249446898248474,-1.4568161321917599,0.145167141565079,0.6091188909781561,ENSG00000080345
ENSG00000080986.8,36.749332157839106,-0.737494890423013,0.577274146188288,-1.27754706371774,0.20140917585547302,0.6874467035552672,ENSG00000080986
ENSG00000082258.8,149.788295915263,0.347713336536804,0.33565385726959696,1.03592832022044,0.300235584311729,0.80970549426452,ENSG00000082258
ENSG00000088205.8,243.81121572680001,0.291722284198639,0.236758806406968,1.23214966583838,0.21789318159728,0.708817410107485,ENSG00000088205
ENSG00000088247.11,626.024189091698,-0.24194167884538603,1.38593462847382,-0.17456932951578602,0.861418049974615,0.986216288239635,ENSG00000088247
ENSG00000092199.13,833.373599624343,0.14290520584664199,0.15399077127219102,0.928011494883972,0.353401606978872,0.8368237703296071,ENSG00000092199
ENSG00000096384.15,3867.12425407216,-0.5799993012971171,0.11922681796269301,-4.86467148254012,1.14647070978321e-06,7.897272405890021e-05,ENSG00000096384
ENSG00000100023.13,117.548592261819,-0.0234170778134609,0.38377050890372405,-0.061018440109830006,0.951344523334705,0.995638652610053,ENSG00000100023
ENSG00000100201.14,953.019922594164,-0.0607116685770619,0.16220261623916402,-0.374295248650885,0.7081846666345172,0.957740498685897,ENSG00000100201
ENSG00000101972.14,149.424189270753,-0.28532301300193796,0.31722212462253696,-0.8994423492417001,0.3684170904444721,0.8450048115140809,ENSG00000101972
ENSG00000102144.9,1532.0487518601801,-1.12155980982016,0.14531150756816802,-7.718313770119099,1.17878730308923e-14,4.05993993638982e-12,ENSG00000102144
ENSG00000103160.7,97.8915315930854,-0.045657242502497,0.360800669687144,-0.126544228817777,0.8993011408827379,0.9912385911505659,ENSG00000103160
ENSG00000103995.9,41.133875781169294,-1.11929194727857,0.540462507591256,-2.07098907242809,0.0383598172664763,0.29931263681724396,ENSG00000103995
ENSG00000106144.15,57.775891754861,-0.18623985892088604,0.44874795610304297,-0.41502107449849,0.6781264755642621,0.9538839681473801,ENSG00000106144
ENSG00000107929.10,152.990387754359,0.6324517568828729,0.44971908572240793,1.40632625334753,0.159627267787305,0.631965508060338,ENSG00000107929
ENSG00000108651.5,168.494588520684,0.10754943508693902,0.31316292810491203,0.343429650941663,0.7312752562053441,0.96606199451853,ENSG00000108651
ENSG00000108654.7,1395.8639479423098,0.520117878440806,0.167420917720074,3.10664811496517,0.0018922148986624,0.040105252185496,ENSG00000108654
