id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
1	ENSG00000000003.10	0.99780901873841	0.495818157588944	1.49979987988788	3.02489906215028	1.59688700190299	0.765520207988408	1
2	ENSG00000000005.5	0.745676157321349	1.4913523146427	0	0	-Inf	0.486235022104709	0.916775065888525
3	ENSG00000000419.8	1342.75452595696	1224.3074310011	1461.20162091282	1.19349240551291	0.255189386223856	0.0183012491549231	0.0915679295415616
4	ENSG00000000457.9	270.518385825083	302.084200116739	238.952571533427	0.791013139518998	-0.338226435383409	0.0382532704953019	0.163156158803758
5	ENSG00000000460.12	691.164155511267	547.497012277055	834.83129874548	1.5248143460608	0.60863359787401	8.919822590995e-07	1.95388238016519e-05
6	ENSG00000000938.8	1.74543409699769	1.99106831410751	1.49979987988788	0.753263898210423	-0.4087727081572	1	1
7	ENSG00000000971.11	1652.13306022428	1550.12153376769	1754.14458668087	1.13161745609538	0.178386336731923	0.0902249458715501	0.314256659093628
8	ENSG00000001036.9	2227.13451819731	2457.17788178369	1997.09115461093	0.812758070718602	-0.299102117883891	0.00312847741706587	0.0215472808743567
9	ENSG00000001084.6	478.69990364439	516.986259177216	440.413548111563	0.851886370853417	-0.231267085960739	0.344365563042661	0.75933917943326
10	ENSG00000001167.10	1173.30456967529	1345.81406234539	1000.79507700519	0.743635473135916	-0.427332503090669	0.000115252751428051	0.00133275378302668
11	ENSG00000001460.13	171.949558576834	142.439341296204	201.459775857463	1.41435486870531	0.500144144962275	0.00973419182356678	0.0549867404060611
12	ENSG00000001461.12	834.034679378184	772.253069019298	895.816289737071	1.16000353468933	0.21412920144854	0.0700074741403388	0.259699210904306
13	ENSG00000001497.12	2584.27800611796	2260.14476560579	2908.41124663013	1.28682520292039	0.363816097065519	0.000270247731108383	0.00278434067488673
14	ENSG00000001617.7	88.5527611300857	85.6237331903747	91.4817890697968	1.06841626335536	0.0954738418527469	0.728525846813585	1
15	ENSG00000001629.5	1216.03822245615	1424.281167787	1007.7952771253	0.707581690974106	-0.499031376823094	6.06385112870223e-06	0.000107746667105123
16	ENSG00000001630.11	4138.72822358085	2846.03409396548	5431.42235319622	1.90841788041563	0.932377108447073	1.90193561299762e-08	6.54776126279548e-07
17	ENSG00000001631.10	1576.74567807945	1500.82815830761	1652.6631978513	1.10116750455622	0.139033941755775	0.188636992507536	0.524911020057935
18	ENSG00000002016.12	109.839302131804	74.2082220402013	145.470382223406	1.96030006142175	0.971074503315913	3.69814300477219e-05	0.000503407413441236
19	ENSG00000002079.8	2.23916133338111	3.47852278687434	0.999799879887877	0.287420822327358	-1.79876351263194	0.39429219996851	0.82367605977167
20	ENSG00000002330.9	90.2471133366724	102.50883544153	77.985391231815	0.760767507463269	-0.394472465175023	0.122872703055245	0.391445496656742
21	ENSG00000002549.8	1702.68204058871	1444.76252032066	1960.60156085676	1.3570407131143	0.440464004269669	2.62332329992128e-05	0.000376159577177283
22	ENSG00000002586.13	455.545188716506	500.671826318645	410.418551114366	0.819735662244276	-0.286769331803613	0.0375616180100467	0.160874564979878
23	ENSG00000002746.10	2.99712477797897	1.49525015651857	4.49899939943938	3.00886067781095	1.58921730571256	0.347979042887194	0.764604583749245
24	ENSG00000002822.11	400.563787308635	393.708423142567	407.419151474702	1.03482457454859	0.0493862200150831	0.738520542105722	1
25	ENSG00000002834.13	6042.55033036219	6997.10366272633	5087.99699799804	0.727157584516272	-0.459660046060369	1.04139163355482e-06	2.22505096047324e-05
26	ENSG00000002919.10	335.652635771076	345.8721116596	325.433159882551	0.940906042759628	-0.0878774297576636	0.567513437891467	0.990856086690443
27	ENSG00000003056.3	1373.34019078938	890.058208350443	1856.62217322831	2.08595590244509	1.06070865929764	2.91267318093358e-22	9.53330595916e-20
28	ENSG00000003096.9	162.560823533405	185.149864002619	139.971783064191	0.755991822182546	-0.403557466473419	0.0417908324568132	0.174468037655101
29	ENSG00000003137.4	1.9952920967301	2.49078431357232	1.49979987988788	0.602139603865114	-0.731830085552743	0.829600721453575	1
30	ENSG00000003147.13	537.722092903383	493.062256672919	582.381929133847	1.18115292998421	0.24019577002387	0.215503097852624	0.576786200747056
31	ENSG00000003249.9	303.888320730817	280.838078336056	326.938563125578	1.16415325536574	0.219280994845907	0.16363824531136	0.474830545048407
32	ENSG00000003393.10	782.61942000923	849.385528060646	715.853311957814	0.842789626510686	-0.246755538057361	0.040132889290088	0.16912878740947
33	ENSG00000003400.10	466.424988332758	464.945634079111	467.904342586405	1.00636355799567	0.00915158602337537	0.954694282558375	1
34	ENSG00000003402.15	1851.83475805366	1865.045541798	1838.62397430932	0.985833285624108	-0.0205844019750583	0.84460203515395	1
35	ENSG00000003436.10	2379.30777089879	2861.50817745757	1897.10736434001	0.662974643680936	-0.592974401224179	4.15234812897018e-09	1.68332807590776e-07
36	ENSG00000003509.11	481.527483644278	459.155627704954	503.899339583602	1.09744781328783	0.134152337208529	0.431815319350998	0.869715256597069
37	ENSG00000003756.12	2152.82907947858	2089.59422068147	2216.06393827568	1.06052357742115	0.0847766950320376	0.403258331173692	0.834373444913116
38	ENSG00000003987.9	1.4913523146427	2.9827046292854	0	0	-Inf	0.156011088027657	0.459607932691965
39	ENSG00000003989.12	0.999799879887877	0	1.99959975977575	Inf	Inf	0.330301515780458	0.741128543106041
40	ENSG00000004059.6	1790.50212417568	1814.35125662578	1766.65299172558	0.973710567495675	-0.0384350955696373	0.713796545718981	1
41	ENSG00000004139.9	17.4417373228992	22.3858760871439	12.4975985586545	0.558280520717784	-0.840937875781715	0.145613055355509	0.438860547818822
42	ENSG00000004142.7	2018.74950837483	2005.40806225883	2032.09095449082	1.0133054677171	0.0190691497841017	0.855021146388092	1
43	ENSG00000004399.8	667.029491080187	616.196664797516	717.862317362859	1.16498896922584	0.220316294691988	0.0772788739846589	0.278930172617794
44	ENSG00000004455.12	10399.0729463141	8789.07214886749	12009.0737437606	1.36636422370341	0.450342105655508	1.06878355489221e-06	2.27926419298259e-05
45	ENSG00000004468.8	1.99533403694163	1.99106831410751	1.99959975977575	1.00428485833851	0.00616853763861254	1	1
46	ENSG00000004478.5	4353.98239790019	4607.28688922098	4100.6779065794	0.890041797955578	-0.168055005676561	0.078544610019236	0.282325556688592
47	ENSG00000004487.11	5559.82821347581	5347.7951103896	5771.86131656202	1.07929739218104	0.110092443240339	0.243754876204251	0.622747472238589
48	ENSG00000004534.10	2430.80677799692	2357.12005999762	2504.49349599622	1.06252266844598	0.087493620832209	0.383114189045327	0.813028645498935
49	ENSG00000004660.10	195.960422331108	219.454865081277	172.465979580939	0.785883600789915	-0.34761244779623	0.0588855205787879	0.227444945570608
50	ENSG00000004700.11	1059.31355709208	1016.84964774885	1101.77746643532	1.08352052722296	0.115726485450275	0.436095691142841	0.873041848131365
51	ENSG00000004766.11	550.430523598952	553.474115061253	547.38693213665	0.98900186520208	-0.015954853058432	0.90986397037642	1
52	ENSG00000004776.7	5.49440773585854	3.49021631250194	7.49859915921514	2.14846258449804	1.10330465277899	0.330691421992925	0.741407688837117
53	ENSG00000004777.14	351.999481582491	333.570205924898	370.428757240084	1.110497132719	0.151205667880459	0.313300262809795	0.726444880420576
54	ENSG00000004779.5	1186.32897693117	1030.42931673438	1342.22863712796	1.30259166284373	0.381384897937246	0.0048586983025263	0.0310582627976943
55	ENSG00000004799.7	22.7003555063937	23.9045132949177	21.4961977178697	0.899252683067173	-0.153201536004128	0.799589403702301	1
56	ENSG00000004838.9	19.7224103015353	12.4500237259857	26.9947968770848	2.16825264523321	1.11653286960184	0.0390781682886428	0.165611062606626
57	ENSG00000004846.12	0	0	0	NA	NA	NA	NA
58	ENSG00000004848.6	0.499899939943938	0	0.999799879887877	Inf	Inf	0.701078441585359	1
59	ENSG00000004864.9	1212.26888760964	809.365371842827	1615.17240337645	1.99560354268543	0.996825135598564	3.58546207809157e-19	8.097407557162e-17
60	ENSG00000004866.14	956.790649514452	1036.26140712981	877.319891899089	0.846620250317964	-0.240213097981675	0.0367710837825012	0.158631930495512
61	ENSG00000004897.7	2545.30277902717	1715.29597244116	3375.30958561317	1.96777095022822	0.97656229984313	2.24675271261724e-10	1.15058193337297e-08
62	ENSG00000004939.9	198.913599142928	83.8782289144468	313.948969371409	3.74291366704496	1.90416177183859	0.00441746554956223	0.0287256095511988
63	ENSG00000004948.9	1.74551797742076	0.991636315177888	2.49939963966363	2.52048014116472	1.33369858741372	0.635993920605796	1
