id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
1	ENSG00000000003.10	1639.06194052227	1560.71651786874	1717.4073631758	1.10039673669953	0.138023766364005	0.346787365449795	1
2	ENSG00000000419.8	1507.31345104728	1337.27368870498	1677.35321338959	1.2543080953114	0.326891760407679	0.0273111399081545	0.283684693508682
3	ENSG00000000457.9	160.103672016917	178.719672975093	141.48767105874	0.791673735204622	-0.337022105973408	0.178145181563714	0.782855587435537
4	ENSG00000000460.12	241.819898139998	189.026594218343	294.613202061653	1.5585807027838	0.640232859160634	0.00322787957079323	0.0695707052575541
5	ENSG00000000971.11	1.2570432894346	1.54814165407689	0.965944924792304	0.623938334227089	-0.680524644807797	0.972908488747072	1
6	ENSG00000001036.9	2708.55246160795	2573.58255694959	2843.5223662663	1.10488873130873	0.14390108918972	0.306030849608496	0.971042553911133
7	ENSG00000001084.6	1251.57029916856	1286.78333379029	1216.35726454683	0.945269675636838	-0.0812021208962055	0.594211776313439	1
8	ENSG00000001167.10	1033.30490213312	1031.18197407422	1035.42783019202	1.00411746541789	0.00592805102479066	0.971888760695635	1
9	ENSG00000001460.13	117.823780259426	137.599498567766	98.0480619510854	0.71256118642611	-0.488914193615999	0.081597197558479	0.53263166262369
10	ENSG00000001461.12	279.992448565161	269.235474767839	290.749422362484	1.07990755160774	0.11090781188333	0.597408824026835	1
11	ENSG00000001497.12	690.13605532455	654.931209654075	725.340900995024	1.10750700272497	0.147315820915416	0.376816952153051	1
12	ENSG00000001561.6	5.42613268872761	3.61233052617941	7.23993485127581	2.00422823958281	1.00304681061121	0.469568206251079	1
13	ENSG00000001617.7	543.100328453645	609.297492712297	476.903164194993	0.782709874731392	-0.35345044873814	0.0423244579141853	0.372505716075742
14	ENSG00000001629.5	1152.43228006709	1181.70321683406	1123.16134330013	0.950459749368566	-0.0733025628225027	0.632820200507098	1
15	ENSG00000001630.11	4659.32062804272	4468.51633092953	4850.12492515591	1.08539939567525	0.118226010534646	0.749781970613227	1
16	ENSG00000001631.10	660.438958451123	666.557228302789	654.320688599457	0.981642176869811	-0.0267308582605223	0.875894201337985	1
17	ENSG00000002016.12	220.743538837659	202.401752535224	239.085325140095	1.18124137832496	0.240303799392361	0.284691241897544	0.944207467695856
18	ENSG00000002079.8	19.3490329948106	26.1407819673212	12.5572840223	0.480371399677253	-1.05777783637522	0.300562438502115	0.962521640081641
19	ENSG00000002330.9	123.100047516017	151.54679657172	94.6532984603129	0.624581321423826	-0.679038669768638	0.0140542609892474	0.185504512222416
20	ENSG00000002549.8	1861.45559152634	1789.20109365048	1933.7100894022	1.08076733032668	0.112055970331333	0.439390681643636	1
21	ENSG00000002586.13	2778.87646335387	3065.66534933201	2492.08757737573	0.812902679647909	-0.298845451066189	0.0336729650009338	0.323362724640203
22	ENSG00000002746.10	0.482972462396152	0	0.965944924792304	Inf	Inf	0.78874385203065	1
23	ENSG00000002822.11	404.325851740858	430.470309171529	378.181394310187	0.878530728490947	-0.186835346426967	0.318788336740938	0.987182405394608
24	ENSG00000002834.13	7176.64571738543	7849.50051862029	6503.79091615058	0.828561116815336	-0.271319976590438	0.0448132332287913	0.383581174601429
25	ENSG00000002919.10	258.168185141094	243.958509829424	272.377860452764	1.11649255704673	0.158973633652495	0.459276571575594	1
26	ENSG00000003056.3	1855.75949623521	1783.0945319895	1928.42446048092	1.08150433187032	0.11303944389935	0.435704469899539	1
27	ENSG00000003096.9	13.887239477236	11.8410397800654	15.9334391744066	1.34561148939224	0.428261929090388	0.604578249929155	1
28	ENSG00000003137.4	8.47064375156918	8.73540772707024	8.20587977606812	0.939381426998403	-0.0902170252880289	0.996197808598934	1
29	ENSG00000003147.13	1.97216438206457	1.53411853681484	2.41021022731429	1.57107170630922	0.651749029120875	0.894301456943664	1
